Powermeter serial number; P0021337
Sensor serial number; 17053015
Sensor Type; Photodiode
Wavelength(nm); 670

Date (MM/dd/yyyy) ; Time of day (hh:mm:ss.fff); Power(W)
10/8/2025;15:29:32.616; 4.6024E-06
10/8/2025;15:29:32.622; 4.5906E-06
10/8/2025;15:29:32.654; 4.5785E-06
10/8/2025;15:29:32.660; 4.5604E-06
10/8/2025;15:29:32.666; 4.5585E-06
10/8/2025;15:29:32.672; 4.5623E-06
10/8/2025;15:29:32.707; 4.5577E-06
10/8/2025;15:29:32.712; 4.5228E-06
10/8/2025;15:29:32.717; 4.5126E-06
10/8/2025;15:29:32.723; 4.5058E-06
10/8/2025;15:29:32.758; 4.5014E-06
10/8/2025;15:29:32.764; 4.4898E-06
10/8/2025;15:29:32.770; 4.4901E-06
10/8/2025;15:29:32.776; 4.492E-06
10/8/2025;15:29:32.782; 4.4934E-06
10/8/2025;15:29:32.789; 4.4945E-06
10/8/2025;15:29:32.795; 4.4948E-06
10/8/2025;15:29:32.801; 4.4973E-06
10/8/2025;15:29:32.807; 4.5019E-06
10/8/2025;15:29:32.813; 4.5066E-06
10/8/2025;15:29:32.819; 4.5107E-06
10/8/2025;15:29:32.851; 4.5154E-06
10/8/2025;15:29:32.856; 4.5242E-06
10/8/2025;15:29:32.862; 4.5876E-06
10/8/2025;15:29:32.868; 4.6043E-06
10/8/2025;15:29:32.900; 4.6161E-06
10/8/2025;15:29:32.907; 4.6282E-06
10/8/2025;15:29:32.913; 4.685E-06
10/8/2025;15:29:32.919; 4.6958E-06
10/8/2025;15:29:32.953; 4.7158E-06
10/8/2025;15:29:32.958; 4.8805E-06
10/8/2025;15:29:32.965; 4.928E-06
10/8/2025;15:29:32.971; 4.9604E-06
10/8/2025;15:29:33.003; 4.9807E-06
10/8/2025;15:29:33.009; 5.1109E-06
10/8/2025;15:29:33.015; 5.1301E-06
10/8/2025;15:29:33.021; 5.1619E-06
10/8/2025;15:29:33.054; 5.1872E-06
10/8/2025;15:29:33.060; 5.3599E-06
10/8/2025;15:29:33.066; 5.3843E-06
10/8/2025;15:29:33.072; 5.4087E-06
10/8/2025;15:29:33.078; 5.4337E-06
10/8/2025;15:29:33.085; 5.473E-06
10/8/2025;15:29:33.091; 5.5007E-06
10/8/2025;15:29:33.097; 5.5216E-06
10/8/2025;15:29:33.103; 5.5367E-06
10/8/2025;15:29:33.109; 5.5496E-06
10/8/2025;15:29:33.115; 5.5713E-06
10/8/2025;15:29:33.121; 5.5921E-06
10/8/2025;15:29:33.157; 5.6029E-06
10/8/2025;15:29:33.163; 5.6633E-06
10/8/2025;15:29:33.169; 5.6726E-06
10/8/2025;15:29:33.199; 5.6767E-06
10/8/2025;15:29:33.207; 5.6814E-06
10/8/2025;15:29:33.212; 5.6742E-06
10/8/2025;15:29:33.219; 5.6638E-06
10/8/2025;15:29:33.251; 5.6572E-06
10/8/2025;15:29:33.257; 5.6525E-06
10/8/2025;15:29:33.262; 5.5394E-06
10/8/2025;15:29:33.269; 5.4983E-06
10/8/2025;15:29:33.301; 5.442E-06
10/8/2025;15:29:33.308; 5.4002E-06
10/8/2025;15:29:33.314; 5.0985E-06
10/8/2025;15:29:33.320; 5.0653E-06
10/8/2025;15:29:33.355; 5.0255E-06
10/8/2025;15:29:33.362; 4.9838E-06
10/8/2025;15:29:33.368; 4.8306E-06
10/8/2025;15:29:33.373; 4.7984E-06
10/8/2025;15:29:33.380; 4.7798E-06
10/8/2025;15:29:33.386; 4.7542E-06
10/8/2025;15:29:33.392; 4.726E-06
10/8/2025;15:29:33.398; 4.6875E-06
10/8/2025;15:29:33.404; 4.6584E-06
10/8/2025;15:29:33.410; 4.631E-06
10/8/2025;15:29:33.416; 4.6065E-06
10/8/2025;15:29:33.422; 4.5796E-06
10/8/2025;15:29:33.455; 4.5538E-06
10/8/2025;15:29:33.461; 4.4887E-06
10/8/2025;15:29:33.467; 4.4879E-06
10/8/2025;15:29:33.472; 4.4923E-06
10/8/2025;15:29:33.506; 4.5E-06
10/8/2025;15:29:33.512; 4.5297E-06
10/8/2025;15:29:33.518; 4.5448E-06
10/8/2025;15:29:33.524; 4.567E-06
10/8/2025;15:29:33.559; 4.5881E-06
10/8/2025;15:29:33.566; 4.766E-06
10/8/2025;15:29:33.571; 4.7872E-06
10/8/2025;15:29:33.600; 4.8204E-06
10/8/2025;15:29:33.606; 5.0502E-06
10/8/2025;15:29:33.612; 5.0856E-06
10/8/2025;15:29:33.618; 5.1191E-06
10/8/2025;15:29:33.651; 5.1477E-06
10/8/2025;15:29:33.657; 5.3473E-06
10/8/2025;15:29:33.663; 5.3849E-06
10/8/2025;15:29:33.668; 5.4214E-06
10/8/2025;15:29:33.675; 5.4513E-06
10/8/2025;15:29:33.681; 5.4771E-06
10/8/2025;15:29:33.690; 5.4958E-06
10/8/2025;15:29:33.699; 5.5158E-06
10/8/2025;15:29:33.705; 5.5499E-06
10/8/2025;15:29:33.711; 5.5625E-06
10/8/2025;15:29:33.717; 5.5718E-06
10/8/2025;15:29:33.755; 5.5867E-06
10/8/2025;15:29:33.762; 5.6512E-06
10/8/2025;15:29:33.768; 5.6575E-06
10/8/2025;15:29:33.801; 5.6608E-06
10/8/2025;15:29:33.808; 5.6624E-06
10/8/2025;15:29:33.814; 5.6023E-06
10/8/2025;15:29:33.820; 5.5935E-06
10/8/2025;15:29:33.852; 5.5795E-06
10/8/2025;15:29:33.858; 5.4571E-06
10/8/2025;15:29:33.865; 5.4249E-06
10/8/2025;15:29:33.874; 5.3928E-06
10/8/2025;15:29:33.917; 5.3596E-06
10/8/2025;15:29:33.923; 5.0971E-06
10/8/2025;15:29:33.958; 5.068E-06
10/8/2025;15:29:33.964; 4.8838E-06
10/8/2025;15:29:33.970; 4.8476E-06
10/8/2025;15:29:33.976; 4.813E-06
10/8/2025;15:29:33.982; 4.7789E-06
10/8/2025;15:29:33.989; 4.7342E-06
10/8/2025;15:29:33.995; 4.6941E-06
10/8/2025;15:29:34.001; 4.6623E-06
10/8/2025;15:29:34.006; 4.631E-06
10/8/2025;15:29:34.012; 4.6052E-06
10/8/2025;15:29:34.018; 4.5771E-06
10/8/2025;15:29:34.024; 4.5538E-06
10/8/2025;15:29:34.057; 4.536E-06
10/8/2025;15:29:34.063; 4.4679E-06
10/8/2025;15:29:34.069; 4.4654E-06
10/8/2025;15:29:34.075; 4.472E-06
10/8/2025;15:29:34.108; 4.4841E-06
10/8/2025;15:29:34.114; 4.5568E-06
10/8/2025;15:29:34.120; 4.5802E-06
10/8/2025;15:29:34.154; 4.6005E-06
10/8/2025;15:29:34.160; 4.6282E-06
10/8/2025;15:29:34.167; 4.8138E-06
10/8/2025;15:29:34.173; 4.8448E-06
10/8/2025;15:29:34.204; 4.8904E-06
10/8/2025;15:29:34.210; 5.1136E-06
10/8/2025;15:29:34.216; 5.157E-06
10/8/2025;15:29:34.222; 5.2039E-06
10/8/2025;15:29:34.254; 5.2528E-06
10/8/2025;15:29:34.260; 5.4617E-06
10/8/2025;15:29:34.266; 5.493E-06
10/8/2025;15:29:34.272; 5.5249E-06
10/8/2025;15:29:34.278; 5.554E-06
10/8/2025;15:29:34.284; 5.5754E-06
10/8/2025;15:29:34.291; 5.5946E-06
10/8/2025;15:29:34.297; 5.6125E-06
10/8/2025;15:29:34.302; 5.63E-06
10/8/2025;15:29:34.308; 5.6405E-06
10/8/2025;15:29:34.314; 5.6498E-06
10/8/2025;15:29:34.320; 5.6556E-06
10/8/2025;15:29:34.353; 5.6605E-06
10/8/2025;15:29:34.360; 5.6608E-06
10/8/2025;15:29:34.366; 5.593E-06
10/8/2025;15:29:34.372; 5.5661E-06
10/8/2025;15:29:34.403; 5.543E-06
10/8/2025;15:29:34.410; 5.512E-06
10/8/2025;15:29:34.416; 5.3357E-06
10/8/2025;15:29:34.422; 5.302E-06
10/8/2025;15:29:34.453; 5.2682E-06
10/8/2025;15:29:34.459; 5.2418E-06
10/8/2025;15:29:34.465; 5.0312E-06
10/8/2025;15:29:34.471; 4.9824E-06
10/8/2025;15:29:34.502; 4.931E-06
10/8/2025;15:29:34.508; 4.7106E-06
10/8/2025;15:29:34.514; 4.6768E-06
10/8/2025;15:29:34.520; 4.6474E-06
10/8/2025;15:29:34.553; 4.6235E-06
10/8/2025;15:29:34.560; 4.6062E-06
10/8/2025;15:29:34.565; 4.5129E-06
10/8/2025;15:29:34.571; 4.5011E-06
10/8/2025;15:29:34.577; 4.4931E-06
10/8/2025;15:29:34.583; 4.4827E-06
10/8/2025;15:29:34.591; 4.4794E-06
10/8/2025;15:29:34.597; 4.4764E-06
10/8/2025;15:29:34.603; 4.4747E-06
10/8/2025;15:29:34.609; 4.4734E-06
10/8/2025;15:29:34.614; 4.4791E-06
10/8/2025;15:29:34.620; 4.4865E-06
10/8/2025;15:29:34.651; 4.4953E-06
10/8/2025;15:29:34.658; 4.5025E-06
10/8/2025;15:29:34.663; 4.6183E-06
10/8/2025;15:29:34.669; 4.6474E-06
10/8/2025;15:29:34.675; 4.6804E-06
10/8/2025;15:29:34.707; 4.7172E-06
10/8/2025;15:29:34.713; 4.9533E-06
10/8/2025;15:29:34.719; 4.9956E-06
10/8/2025;15:29:34.725; 5.0332E-06
10/8/2025;15:29:34.756; 5.0656E-06
10/8/2025;15:29:34.762; 5.2289E-06
10/8/2025;15:29:34.769; 5.252E-06
10/8/2025;15:29:34.797; 5.2962E-06
10/8/2025;15:29:34.804; 5.3209E-06
10/8/2025;15:29:34.810; 5.4562E-06
10/8/2025;15:29:34.816; 5.4752E-06
10/8/2025;15:29:34.822; 5.4922E-06
10/8/2025;15:29:34.852; 5.515E-06
10/8/2025;15:29:34.858; 5.6015E-06
10/8/2025;15:29:34.864; 5.6226E-06
10/8/2025;15:29:34.870; 5.6372E-06
10/8/2025;15:29:34.876; 5.6534E-06
10/8/2025;15:29:34.882; 5.6638E-06
10/8/2025;15:29:34.888; 5.6701E-06
10/8/2025;15:29:34.894; 5.6748E-06
10/8/2025;15:29:34.900; 5.6753E-06
10/8/2025;15:29:34.906; 5.6784E-06
10/8/2025;15:29:34.912; 5.6775E-06
10/8/2025;15:29:34.918; 5.6748E-06
10/8/2025;15:29:34.923; 5.6646E-06
10/8/2025;15:29:34.955; 5.6536E-06
10/8/2025;15:29:34.961; 5.5471E-06
10/8/2025;15:29:34.967; 5.5136E-06
10/8/2025;15:29:34.973; 5.4958E-06
10/8/2025;15:29:35.002; 5.4713E-06
10/8/2025;15:29:35.010; 5.3291E-06
10/8/2025;15:29:35.016; 5.2841E-06
10/8/2025;15:29:35.021; 5.2394E-06
10/8/2025;15:29:35.050; 5.1976E-06
10/8/2025;15:29:35.056; 5.1641E-06
10/8/2025;15:29:35.063; 4.9629E-06
10/8/2025;15:29:35.069; 4.933E-06
10/8/2025;15:29:35.100; 4.8945E-06
10/8/2025;15:29:35.106; 4.7397E-06
10/8/2025;15:29:35.112; 4.7051E-06
10/8/2025;15:29:35.118; 4.6804E-06
10/8/2025;15:29:35.151; 4.6548E-06
10/8/2025;15:29:35.157; 4.6326E-06
10/8/2025;15:29:35.164; 4.5244E-06
10/8/2025;15:29:35.169; 4.5107E-06
10/8/2025;15:29:35.181; 4.5011E-06
10/8/2025;15:29:35.187; 4.4923E-06
10/8/2025;15:29:35.193; 4.489E-06
10/8/2025;15:29:35.199; 4.4887E-06
10/8/2025;15:29:35.205; 4.4898E-06
10/8/2025;15:29:35.211; 4.4951E-06
10/8/2025;15:29:35.217; 4.5025E-06
10/8/2025;15:29:35.223; 4.5093E-06
10/8/2025;15:29:35.255; 4.522E-06
10/8/2025;15:29:35.260; 4.6257E-06
10/8/2025;15:29:35.266; 4.6623E-06
10/8/2025;15:29:35.272; 4.6933E-06
10/8/2025;15:29:35.304; 4.7284E-06
10/8/2025;15:29:35.311; 4.9028E-06
10/8/2025;15:29:35.316; 4.922E-06
10/8/2025;15:29:35.322; 4.9426E-06
10/8/2025;15:29:35.354; 4.9868E-06
10/8/2025;15:29:35.359; 5.1724E-06
10/8/2025;15:29:35.366; 5.2179E-06
10/8/2025;15:29:35.372; 5.2517E-06
10/8/2025;15:29:35.401; 5.2874E-06
10/8/2025;15:29:35.407; 5.4661E-06
10/8/2025;15:29:35.413; 5.4955E-06
10/8/2025;15:29:35.460; 5.5241E-06
10/8/2025;15:29:35.466; 5.5798E-06
10/8/2025;15:29:35.475; 5.5798E-06
10/8/2025;15:29:35.481; 5.6981E-06
10/8/2025;15:29:35.488; 5.7094E-06
10/8/2025;15:29:35.493; 5.7129E-06
10/8/2025;15:29:35.500; 5.714E-06
10/8/2025;15:29:35.506; 5.7097E-06
10/8/2025;15:29:35.511; 5.7025E-06
10/8/2025;15:29:35.517; 5.6885E-06
10/8/2025;15:29:35.523; 5.6748E-06
10/8/2025;15:29:35.555; 5.6649E-06
10/8/2025;15:29:35.561; 5.5501E-06
10/8/2025;15:29:35.567; 5.5317E-06
10/8/2025;15:29:35.573; 5.5021E-06
10/8/2025;15:29:35.602; 5.4716E-06
10/8/2025;15:29:35.610; 5.3181E-06
10/8/2025;15:29:35.613; 5.2668E-06
10/8/2025;15:29:35.619; 5.2328E-06
10/8/2025;15:29:35.649; 5.1987E-06
10/8/2025;15:29:35.656; 5.1597E-06
10/8/2025;15:29:35.661; 4.9431E-06
10/8/2025;15:29:35.668; 4.905E-06
10/8/2025;15:29:35.699; 4.8613E-06
10/8/2025;15:29:35.705; 4.833E-06
10/8/2025;15:29:35.711; 4.7021E-06
10/8/2025;15:29:35.717; 4.6864E-06
10/8/2025;15:29:35.751; 4.6688E-06
10/8/2025;15:29:35.757; 4.6452E-06
10/8/2025;15:29:35.762; 4.5475E-06
10/8/2025;15:29:35.768; 4.5338E-06
10/8/2025;15:29:35.774; 4.5258E-06
10/8/2025;15:29:35.780; 4.5178E-06
10/8/2025;15:29:35.787; 4.5104E-06
10/8/2025;15:29:35.793; 4.5049E-06
10/8/2025;15:29:35.798; 4.5025E-06
10/8/2025;15:29:35.804; 4.5011E-06
10/8/2025;15:29:35.810; 4.4992E-06
10/8/2025;15:29:35.816; 4.4992E-06
10/8/2025;15:29:35.847; 4.5019E-06
10/8/2025;15:29:35.854; 4.5025E-06
10/8/2025;15:29:35.860; 4.6005E-06
10/8/2025;15:29:35.867; 4.6436E-06
10/8/2025;15:29:35.900; 4.6922E-06
10/8/2025;15:29:35.911; 4.7408E-06
10/8/2025;15:29:35.917; 4.9744E-06
10/8/2025;15:29:35.923; 5.0367E-06
10/8/2025;15:29:35.956; 5.0557E-06
10/8/2025;15:29:35.962; 5.1924E-06
10/8/2025;15:29:35.969; 5.2152E-06
10/8/2025;15:29:35.999; 5.2602E-06
10/8/2025;15:29:36.005; 5.3091E-06
10/8/2025;15:29:36.011; 5.6147E-06
10/8/2025;15:29:36.051; 5.6462E-06
10/8/2025;15:29:36.058; 5.7077E-06
10/8/2025;15:29:36.064; 5.7374E-06
10/8/2025;15:29:36.069; 5.7267E-06
10/8/2025;15:29:36.076; 5.7143E-06
10/8/2025;15:29:36.082; 5.6976E-06
10/8/2025;15:29:36.088; 5.6838E-06
10/8/2025;15:29:36.094; 5.674E-06
10/8/2025;15:29:36.100; 5.6613E-06
10/8/2025;15:29:36.106; 5.6396E-06
10/8/2025;15:29:36.112; 5.6218E-06
10/8/2025;15:29:36.118; 5.5993E-06
10/8/2025;15:29:36.150; 5.5759E-06
10/8/2025;15:29:36.157; 5.5496E-06
10/8/2025;15:29:36.163; 5.3813E-06
10/8/2025;15:29:36.169; 5.3527E-06
10/8/2025;15:29:36.201; 5.319E-06
10/8/2025;15:29:36.208; 5.2959E-06
10/8/2025;15:29:36.218; 5.1751E-06
10/8/2025;15:29:36.224; 5.129E-06
10/8/2025;15:29:36.255; 5.0889E-06
10/8/2025;15:29:36.261; 4.9536E-06
10/8/2025;15:29:36.267; 4.9137E-06
10/8/2025;15:29:36.273; 4.8819E-06
10/8/2025;15:29:36.303; 4.8517E-06
10/8/2025;15:29:36.309; 4.7045E-06
10/8/2025;15:29:36.315; 4.6768E-06
10/8/2025;15:29:36.321; 4.654E-06
10/8/2025;15:29:36.347; 4.6233E-06
10/8/2025;15:29:36.393; 4.5939E-06
10/8/2025;15:29:36.399; 4.5044E-06
10/8/2025;15:29:36.412; 4.5121E-06
10/8/2025;15:29:36.447; 4.5272E-06
10/8/2025;15:29:36.453; 4.6282E-06
10/8/2025;15:29:36.458; 4.6565E-06
10/8/2025;15:29:36.464; 4.6828E-06
10/8/2025;15:29:36.490; 4.7136E-06
10/8/2025;15:29:36.498; 4.7432E-06
10/8/2025;15:29:36.503; 4.9415E-06
10/8/2025;15:29:36.509; 4.9934E-06
10/8/2025;15:29:36.541; 5.0326E-06
10/8/2025;15:29:36.556; 5.0771E-06
10/8/2025;15:29:36.562; 5.2871E-06
10/8/2025;15:29:36.592; 5.3195E-06
10/8/2025;15:29:36.598; 5.4379E-06
10/8/2025;15:29:36.604; 5.4689E-06
10/8/2025;15:29:36.610; 5.4952E-06
10/8/2025;15:29:36.649; 5.5106E-06
10/8/2025;15:29:36.656; 5.5276E-06
10/8/2025;15:29:36.661; 5.599E-06
10/8/2025;15:29:36.667; 5.6064E-06
10/8/2025;15:29:36.673; 5.6125E-06
10/8/2025;15:29:36.687; 5.6201E-06
10/8/2025;15:29:36.693; 5.6309E-06
10/8/2025;15:29:36.699; 5.6325E-06
10/8/2025;15:29:36.705; 5.6333E-06
10/8/2025;15:29:36.711; 5.6342E-06
10/8/2025;15:29:36.717; 5.6309E-06
10/8/2025;15:29:36.723; 5.6267E-06
10/8/2025;15:29:36.756; 5.6218E-06
10/8/2025;15:29:36.762; 5.5576E-06
10/8/2025;15:29:36.768; 5.5419E-06
10/8/2025;15:29:36.797; 5.5257E-06
10/8/2025;15:29:36.804; 5.5103E-06
10/8/2025;15:29:36.810; 5.4354E-06
10/8/2025;15:29:36.816; 5.4098E-06
10/8/2025;15:29:36.822; 5.3972E-06
10/8/2025;15:29:36.854; 5.3775E-06
10/8/2025;15:29:36.860; 5.3074E-06
10/8/2025;15:29:36.866; 5.2701E-06
10/8/2025;15:29:36.872; 5.2265E-06
10/8/2025;15:29:36.904; 5.1943E-06
10/8/2025;15:29:36.909; 4.9884E-06
10/8/2025;15:29:36.915; 4.9428E-06
10/8/2025;15:29:36.921; 4.8967E-06
10/8/2025;15:29:36.984; 4.8605E-06
10/8/2025;15:29:36.990; 4.5821E-06
10/8/2025;15:29:36.996; 4.5695E-06
10/8/2025;15:29:37.001; 4.5604E-06
10/8/2025;15:29:37.007; 4.5516E-06
10/8/2025;15:29:37.013; 4.5415E-06
10/8/2025;15:29:37.019; 4.5332E-06
10/8/2025;15:29:37.050; 4.5261E-06
10/8/2025;15:29:37.057; 4.5214E-06
10/8/2025;15:29:37.063; 4.5305E-06
10/8/2025;15:29:37.070; 4.5431E-06
10/8/2025;15:29:37.100; 4.5596E-06
10/8/2025;15:29:37.109; 4.5722E-06
10/8/2025;15:29:37.115; 4.6587E-06
10/8/2025;15:29:37.120; 4.6716E-06
10/8/2025;15:29:37.153; 4.6839E-06
10/8/2025;15:29:37.159; 4.7081E-06
10/8/2025;15:29:37.166; 4.8336E-06
10/8/2025;15:29:37.172; 4.8635E-06
10/8/2025;15:29:37.202; 4.8951E-06
10/8/2025;15:29:37.208; 5.0362E-06
10/8/2025;15:29:37.215; 5.0554E-06
10/8/2025;15:29:37.221; 5.0757E-06
10/8/2025;15:29:37.252; 5.093E-06
10/8/2025;15:29:37.258; 5.1046E-06
10/8/2025;15:29:37.264; 5.1639E-06
10/8/2025;15:29:37.270; 5.1858E-06
10/8/2025;15:29:37.277; 5.2081E-06
10/8/2025;15:29:37.282; 5.2237E-06
10/8/2025;15:29:37.289; 5.2707E-06
10/8/2025;15:29:37.295; 5.3234E-06
10/8/2025;15:29:37.301; 5.3569E-06
10/8/2025;15:29:37.307; 5.3906E-06
10/8/2025;15:29:37.313; 5.414E-06
10/8/2025;15:29:37.319; 5.4494E-06
10/8/2025;15:29:37.325; 5.4941E-06
10/8/2025;15:29:37.356; 5.5208E-06
10/8/2025;15:29:37.362; 5.6913E-06
10/8/2025;15:29:37.368; 5.7083E-06
10/8/2025;15:29:37.398; 5.722E-06
10/8/2025;15:29:37.405; 5.73E-06
10/8/2025;15:29:37.411; 5.7302E-06
10/8/2025;15:29:37.417; 5.7154E-06
10/8/2025;15:29:37.447; 5.6871E-06
10/8/2025;15:29:37.454; 5.6605E-06
10/8/2025;15:29:37.459; 5.434E-06
10/8/2025;15:29:37.466; 5.395E-06
10/8/2025;15:29:37.472; 5.3453E-06
10/8/2025;15:29:37.499; 5.2937E-06
10/8/2025;15:29:37.505; 5.0763E-06
10/8/2025;15:29:37.511; 5.0282E-06
10/8/2025;15:29:37.517; 4.9887E-06
10/8/2025;15:29:37.551; 4.9519E-06
10/8/2025;15:29:37.557; 4.7693E-06
10/8/2025;15:29:37.563; 4.7422E-06
10/8/2025;15:29:37.569; 4.7158E-06
10/8/2025;15:29:37.575; 4.69E-06
10/8/2025;15:29:37.582; 4.6702E-06
10/8/2025;15:29:37.587; 4.654E-06
10/8/2025;15:29:37.651; 4.631E-06
10/8/2025;15:29:37.658; 4.5316E-06
10/8/2025;15:29:37.664; 4.4791E-06
10/8/2025;15:29:37.670; 4.4706E-06
10/8/2025;15:29:37.700; 4.4621E-06
10/8/2025;15:29:37.707; 4.4533E-06
10/8/2025;15:29:37.713; 4.4333E-06
10/8/2025;15:29:37.719; 4.4407E-06
10/8/2025;15:29:37.751; 4.4533E-06
10/8/2025;15:29:37.758; 4.4734E-06
10/8/2025;15:29:37.763; 4.5744E-06
10/8/2025;15:29:37.770; 4.5936E-06
10/8/2025;15:29:37.796; 4.6117E-06
10/8/2025;15:29:37.803; 4.637E-06
10/8/2025;15:29:37.809; 4.819E-06
10/8/2025;15:29:37.815; 4.8597E-06
10/8/2025;15:29:37.820; 4.9074E-06
10/8/2025;15:29:37.851; 4.9593E-06
10/8/2025;15:29:37.857; 5.1913E-06
10/8/2025;15:29:37.863; 5.2303E-06
10/8/2025;15:29:37.869; 5.2558E-06
10/8/2025;15:29:37.875; 5.2858E-06
10/8/2025;15:29:37.881; 5.3181E-06
10/8/2025;15:29:37.887; 5.3346E-06
10/8/2025;15:29:37.893; 5.3555E-06
10/8/2025;15:29:37.899; 5.3665E-06
10/8/2025;15:29:37.905; 5.3794E-06
10/8/2025;15:29:37.911; 5.4049E-06
10/8/2025;15:29:37.917; 5.426E-06
10/8/2025;15:29:37.952; 5.4436E-06
10/8/2025;15:29:37.959; 5.4653E-06
10/8/2025;15:29:37.965; 5.5823E-06
10/8/2025;15:29:37.970; 5.5919E-06
10/8/2025;15:29:38.000; 5.5985E-06
10/8/2025;15:29:38.008; 5.6108E-06
10/8/2025;15:29:38.014; 5.6622E-06
10/8/2025;15:29:38.020; 5.6685E-06
10/8/2025;15:29:38.053; 5.6726E-06
10/8/2025;15:29:38.060; 5.6718E-06
10/8/2025;15:29:38.066; 5.6493E-06
10/8/2025;15:29:38.072; 5.649E-06
10/8/2025;15:29:38.102; 5.6484E-06
10/8/2025;15:29:38.108; 5.6191E-06
10/8/2025;15:29:38.114; 5.6147E-06
10/8/2025;15:29:38.154; 5.6122E-06
10/8/2025;15:29:38.160; 5.5334E-06
10/8/2025;15:29:38.166; 5.5106E-06
10/8/2025;15:29:38.172; 5.501E-06
10/8/2025;15:29:38.178; 5.5043E-06
10/8/2025;15:29:38.185; 5.5043E-06
10/8/2025;15:29:38.191; 5.4925E-06
10/8/2025;15:29:38.197; 5.4697E-06
10/8/2025;15:29:38.203; 5.4444E-06
10/8/2025;15:29:38.208; 5.4197E-06
10/8/2025;15:29:38.214; 5.3915E-06
10/8/2025;15:29:38.220; 5.3549E-06
10/8/2025;15:29:38.254; 5.3212E-06
10/8/2025;15:29:38.260; 5.1688E-06
10/8/2025;15:29:38.266; 5.1375E-06
10/8/2025;15:29:38.272; 5.1056E-06
10/8/2025;15:29:38.305; 5.0785E-06
10/8/2025;15:29:38.311; 4.889E-06
10/8/2025;15:29:38.317; 4.8396E-06
10/8/2025;15:29:38.350; 4.8086E-06
10/8/2025;15:29:38.357; 4.7825E-06
10/8/2025;15:29:38.363; 4.6266E-06
10/8/2025;15:29:38.371; 4.6021E-06
10/8/2025;15:29:38.403; 4.5785E-06
10/8/2025;15:29:38.409; 4.5066E-06
10/8/2025;15:29:38.414; 4.4962E-06
10/8/2025;15:29:38.420; 4.4876E-06
10/8/2025;15:29:38.451; 4.4811E-06
10/8/2025;15:29:38.458; 4.4745E-06
10/8/2025;15:29:38.464; 4.4492E-06
10/8/2025;15:29:38.470; 4.4528E-06
10/8/2025;15:29:38.476; 4.4591E-06
10/8/2025;15:29:38.482; 4.4649E-06
10/8/2025;15:29:38.488; 4.4731E-06
10/8/2025;15:29:38.494; 4.4868E-06
10/8/2025;15:29:38.500; 4.5025E-06
10/8/2025;15:29:38.506; 4.52E-06
10/8/2025;15:29:38.511; 4.5362E-06
10/8/2025;15:29:38.517; 4.5491E-06
10/8/2025;15:29:38.523; 4.5664E-06
10/8/2025;15:29:38.557; 4.5854E-06
10/8/2025;15:29:38.562; 4.7312E-06
10/8/2025;15:29:38.568; 4.7655E-06
10/8/2025;15:29:38.599; 4.8053E-06
10/8/2025;15:29:38.606; 4.8336E-06
10/8/2025;15:29:38.612; 5.0016E-06
10/8/2025;15:29:38.618; 5.0282E-06
10/8/2025;15:29:38.649; 5.0593E-06
10/8/2025;15:29:38.654; 5.0895E-06
10/8/2025;15:29:38.660; 5.2174E-06
