Powermeter serial number; P0021337
Sensor serial number; 17053015
Sensor Type; Photodiode
Wavelength(nm); 670

Date (MM/dd/yyyy) ; Time of day (hh:mm:ss.fff); Power(W)
10/2/2025;16:48:15.165; 3.379E-06
10/2/2025;16:48:15.171; 3.4315E-06
10/2/2025;16:48:15.177; 3.4416E-06
10/2/2025;16:48:15.183; 3.4457E-06
10/2/2025;16:48:15.216; 3.4853E-06
10/2/2025;16:48:15.223; 3.5674E-06
10/2/2025;16:48:15.229; 3.5849E-06
10/2/2025;16:48:15.259; 3.5956E-06
10/2/2025;16:48:15.266; 3.6006E-06
10/2/2025;16:48:15.273; 3.5613E-06
10/2/2025;16:48:15.306; 3.5506E-06
10/2/2025;16:48:15.313; 3.4952E-06
10/2/2025;16:48:15.320; 3.1223E-06
10/2/2025;16:48:15.328; 2.9988E-06
10/2/2025;16:48:15.360; 2.9181E-06
10/2/2025;16:48:15.367; 2.4747E-06
10/2/2025;16:48:15.374; 2.3358E-06
10/2/2025;16:48:15.406; 2.255E-06
10/2/2025;16:48:15.414; 2.174E-06
10/2/2025;16:48:15.420; 1.6917E-06
10/2/2025;16:48:15.427; 1.6008E-06
10/2/2025;16:48:15.438; 1.5036E-06
10/2/2025;16:48:15.445; 1.4451E-06
10/2/2025;16:48:15.452; 1.4715E-06
10/2/2025;16:48:15.459; 1.4204E-06
10/2/2025;16:48:15.466; 1.3133E-06
10/2/2025;16:48:15.473; 1.259E-06
10/2/2025;16:48:15.505; 1.2496E-06
10/2/2025;16:48:15.521; 1.2538E-06
10/2/2025;16:48:15.527; 1.0759E-06
10/2/2025;16:48:15.533; 1.038E-06
10/2/2025;16:48:15.567; 9.9487E-07
10/2/2025;16:48:15.574; 9.8663E-07
10/2/2025;16:48:15.580; 9.9047E-07
10/2/2025;16:48:15.613; 1.0004E-06
10/2/2025;16:48:15.620; 9.9899E-07
10/2/2025;16:48:15.627; 9.7675E-07
10/2/2025;16:48:15.634; 9.7016E-07
10/2/2025;16:48:15.666; 9.5863E-07
10/2/2025;16:48:15.672; 9.1195E-07
10/2/2025;16:48:15.678; 9.0701E-07
10/2/2025;16:48:15.711; 9.0427E-07
10/2/2025;16:48:15.718; 9.0756E-07
10/2/2025;16:48:15.725; 9.9487E-07
10/2/2025;16:48:15.732; 1.0369E-06
10/2/2025;16:48:15.740; 1.0811E-06
10/2/2025;16:48:15.746; 1.1541E-06
10/2/2025;16:48:15.752; 1.1958E-06
10/2/2025;16:48:15.758; 1.2453E-06
10/2/2025;16:48:15.764; 1.2895E-06
10/2/2025;16:48:15.770; 1.3282E-06
10/2/2025;16:48:15.776; 1.4009E-06
10/2/2025;16:48:15.782; 1.4347E-06
10/2/2025;16:48:15.815; 1.4083E-06
10/2/2025;16:48:15.821; 1.3729E-06
10/2/2025;16:48:15.827; 1.3614E-06
10/2/2025;16:48:15.860; 1.3998E-06
10/2/2025;16:48:15.867; 1.4715E-06
10/2/2025;16:48:15.874; 1.883E-06
10/2/2025;16:48:15.880; 1.9898E-06
10/2/2025;16:48:15.911; 2.0236E-06
10/2/2025;16:48:15.919; 2.5246E-06
10/2/2025;16:48:15.926; 2.5414E-06
10/2/2025;16:48:15.956; 2.6512E-06
10/2/2025;16:48:15.963; 2.7627E-06
10/2/2025;16:48:15.970; 3.0262E-06
10/2/2025;16:48:15.978; 3.1001E-06
10/2/2025;16:48:16.009; 3.1536E-06
10/2/2025;16:48:16.016; 3.3782E-06
10/2/2025;16:48:16.023; 3.3845E-06
10/2/2025;16:48:16.030; 3.4111E-06
10/2/2025;16:48:16.040; 3.4674E-06
10/2/2025;16:48:16.047; 3.4941E-06
10/2/2025;16:48:16.054; 3.5094E-06
10/2/2025;16:48:16.061; 3.5333E-06
10/2/2025;16:48:16.071; 3.5641E-06
10/2/2025;16:48:16.077; 3.5937E-06
10/2/2025;16:48:16.083; 3.6151E-06
10/2/2025;16:48:16.115; 3.6231E-06
10/2/2025;16:48:16.122; 3.5632E-06
10/2/2025;16:48:16.129; 3.5259E-06
10/2/2025;16:48:16.162; 3.4834E-06
10/2/2025;16:48:16.169; 3.4188E-06
10/2/2025;16:48:16.175; 3.2742E-06
10/2/2025;16:48:16.181; 3.2127E-06
10/2/2025;16:48:16.212; 3.1965E-06
10/2/2025;16:48:16.219; 3.1997E-06
10/2/2025;16:48:16.227; 2.9938E-06
10/2/2025;16:48:16.233; 2.9697E-06
10/2/2025;16:48:16.269; 2.9181E-06
10/2/2025;16:48:16.276; 2.6773E-06
10/2/2025;16:48:16.283; 2.5801E-06
10/2/2025;16:48:16.317; 2.5502E-06
10/2/2025;16:48:16.324; 2.1773E-06
10/2/2025;16:48:16.330; 2.1713E-06
10/2/2025;16:48:16.337; 2.065E-06
10/2/2025;16:48:16.341; 1.9739E-06
10/2/2025;16:48:16.347; 1.897E-06
10/2/2025;16:48:16.354; 1.8709E-06
10/2/2025;16:48:16.360; 1.8622E-06
10/2/2025;16:48:16.367; 1.7751E-06
10/2/2025;16:48:16.374; 1.7035E-06
10/2/2025;16:48:16.380; 1.6483E-06
10/2/2025;16:48:16.420; 1.6041E-06
10/2/2025;16:48:16.465; 1.3897E-06
10/2/2025;16:48:16.472; 1.1041E-06
10/2/2025;16:48:16.479; 1.0673E-06
10/2/2025;16:48:16.518; 1.0391E-06
10/2/2025;16:48:16.526; 9.5314E-07
10/2/2025;16:48:16.532; 9.4874E-07
10/2/2025;16:48:16.566; 9.4572E-07
10/2/2025;16:48:16.573; 9.3941E-07
10/2/2025;16:48:16.579; 9.6E-07
10/2/2025;16:48:16.613; 9.7812E-07
10/2/2025;16:48:16.621; 9.8828E-07
10/2/2025;16:48:16.623; 1.1365E-06
10/2/2025;16:48:16.629; 1.1744E-06
10/2/2025;16:48:16.639; 1.1972E-06
10/2/2025;16:48:16.646; 1.2809E-06
10/2/2025;16:48:16.653; 1.3186E-06
10/2/2025;16:48:16.659; 1.3309E-06
10/2/2025;16:48:16.666; 1.3641E-06
10/2/2025;16:48:16.673; 1.379E-06
10/2/2025;16:48:16.680; 1.4501E-06
10/2/2025;16:48:16.716; 1.5099E-06
10/2/2025;16:48:16.722; 1.7724E-06
10/2/2025;16:48:16.729; 1.8048E-06
10/2/2025;16:48:16.758; 1.8707E-06
10/2/2025;16:48:16.764; 2.2174E-06
10/2/2025;16:48:16.771; 2.288E-06
10/2/2025;16:48:16.777; 2.3802E-06
10/2/2025;16:48:16.806; 2.4994E-06
10/2/2025;16:48:16.812; 2.5614E-06
10/2/2025;16:48:16.818; 2.9307E-06
10/2/2025;16:48:16.824; 2.9892E-06
10/2/2025;16:48:16.830; 3.0191E-06
10/2/2025;16:48:16.860; 3.1045E-06
10/2/2025;16:48:16.867; 3.3711E-06
10/2/2025;16:48:16.873; 3.4397E-06
10/2/2025;16:48:16.879; 3.4996E-06
10/2/2025;16:48:16.912; 3.5374E-06
10/2/2025;16:48:16.919; 3.6352E-06
10/2/2025;16:48:16.926; 3.6571E-06
10/2/2025;16:48:16.932; 3.6714E-06
10/2/2025;16:48:16.939; 3.6849E-06
10/2/2025;16:48:16.946; 3.7189E-06
10/2/2025;16:48:16.952; 3.7488E-06
10/2/2025;16:48:16.959; 3.7623E-06
10/2/2025;16:48:16.966; 3.7631E-06
10/2/2025;16:48:16.972; 3.7604E-06
10/2/2025;16:48:16.979; 3.753E-06
10/2/2025;16:48:16.986; 3.737E-06
10/2/2025;16:48:17.016; 3.731E-06
10/2/2025;16:48:17.022; 3.633E-06
10/2/2025;16:48:17.028; 3.597E-06
10/2/2025;16:48:17.034; 3.5435E-06
10/2/2025;16:48:17.115; 3.5064E-06
10/2/2025;16:48:17.121; 2.6037E-06
10/2/2025;16:48:17.128; 2.5332E-06
10/2/2025;16:48:17.135; 2.4695E-06
10/2/2025;16:48:17.161; 2.4445E-06
10/2/2025;16:48:17.167; 2.157E-06
10/2/2025;16:48:17.174; 2.1337E-06
10/2/2025;16:48:17.207; 2.056E-06
10/2/2025;16:48:17.213; 1.9802E-06
10/2/2025;16:48:17.219; 1.8256E-06
10/2/2025;16:48:17.225; 1.8309E-06
10/2/2025;16:48:17.236; 1.8325E-06
10/2/2025;16:48:17.243; 1.7622E-06
10/2/2025;16:48:17.249; 1.6724E-06
10/2/2025;16:48:17.256; 1.6186E-06
10/2/2025;16:48:17.263; 1.6239E-06
10/2/2025;16:48:17.269; 1.5755E-06
10/2/2025;16:48:17.276; 1.4761E-06
10/2/2025;16:48:17.317; 1.379E-06
10/2/2025;16:48:17.324; 1.1069E-06
10/2/2025;16:48:17.330; 1.0695E-06
10/2/2025;16:48:17.360; 1.0544E-06
10/2/2025;16:48:17.368; 1.016E-06
10/2/2025;16:48:17.375; 9.1223E-07
10/2/2025;16:48:17.382; 8.9383E-07
10/2/2025;16:48:17.411; 8.8285E-07
10/2/2025;16:48:17.418; 8.7681E-07
10/2/2025;16:48:17.426; 9.0866E-07
10/2/2025;16:48:17.432; 9.2623E-07
10/2/2025;16:48:17.465; 9.3968E-07
10/2/2025;16:48:17.472; 9.6055E-07
10/2/2025;16:48:17.479; 1.1025E-06
10/2/2025;16:48:17.486; 1.1321E-06
10/2/2025;16:48:17.517; 1.189E-06
10/2/2025;16:48:17.524; 1.4528E-06
10/2/2025;16:48:17.530; 1.553E-06
10/2/2025;16:48:17.537; 1.634E-06
10/2/2025;16:48:17.545; 1.6664E-06
10/2/2025;16:48:17.552; 1.7161E-06
10/2/2025;16:48:17.559; 1.841E-06
10/2/2025;16:48:17.565; 1.9539E-06
10/2/2025;16:48:17.572; 2.0159E-06
10/2/2025;16:48:17.578; 2.0115E-06
10/2/2025;16:48:17.584; 2.0686E-06
10/2/2025;16:48:17.615; 2.2029E-06
10/2/2025;16:48:17.621; 2.4689E-06
10/2/2025;16:48:17.627; 2.5828E-06
10/2/2025;16:48:17.633; 2.6087E-06
10/2/2025;16:48:17.666; 2.6125E-06
10/2/2025;16:48:17.674; 2.6246E-06
10/2/2025;16:48:17.680; 2.8928E-06
10/2/2025;16:48:17.712; 2.9598E-06
10/2/2025;16:48:17.718; 3.0611E-06
10/2/2025;16:48:17.724; 3.2832E-06
10/2/2025;16:48:17.731; 3.3749E-06
10/2/2025;16:48:17.763; 3.4155E-06
10/2/2025;16:48:17.770; 3.4746E-06
10/2/2025;16:48:17.777; 3.6698E-06
10/2/2025;16:48:17.784; 3.7008E-06
10/2/2025;16:48:17.816; 3.7206E-06
10/2/2025;16:48:17.823; 3.7277E-06
10/2/2025;16:48:17.829; 3.7164E-06
10/2/2025;16:48:17.859; 3.703E-06
10/2/2025;16:48:17.865; 3.5418E-06
10/2/2025;16:48:17.873; 3.4938E-06
10/2/2025;16:48:17.879; 3.4669E-06
10/2/2025;16:48:17.885; 3.4427E-06
10/2/2025;16:48:17.917; 3.4345E-06
10/2/2025;16:48:17.923; 3.379E-06
10/2/2025;16:48:17.929; 3.3686E-06
10/2/2025;16:48:17.935; 3.3667E-06
10/2/2025;16:48:18.012; 3.382E-06
10/2/2025;16:48:18.019; 2.9365E-06
10/2/2025;16:48:18.025; 2.4118E-06
10/2/2025;16:48:18.031; 2.3434E-06
10/2/2025;16:48:18.059; 2.3412E-06
10/2/2025;16:48:18.065; 2.3643E-06
10/2/2025;16:48:18.072; 2.2311E-06
10/2/2025;16:48:18.079; 2.1362E-06
10/2/2025;16:48:18.112; 1.9967E-06
10/2/2025;16:48:18.119; 1.6483E-06
10/2/2025;16:48:18.125; 1.6049E-06
10/2/2025;16:48:18.133; 1.6497E-06
10/2/2025;16:48:18.140; 1.6606E-06
10/2/2025;16:48:18.147; 1.6288E-06
10/2/2025;16:48:18.154; 1.5893E-06
10/2/2025;16:48:18.160; 1.5769E-06
10/2/2025;16:48:18.175; 1.5871E-06
10/2/2025;16:48:18.181; 1.5429E-06
10/2/2025;16:48:18.187; 1.4698E-06
10/2/2025;16:48:18.221; 1.4023E-06
10/2/2025;16:48:18.228; 1.125E-06
10/2/2025;16:48:18.235; 1.0734E-06
10/2/2025;16:48:18.271; 1.033E-06
10/2/2025;16:48:18.277; 9.2129E-07
10/2/2025;16:48:18.283; 9.1745E-07
10/2/2025;16:48:18.312; 9.1443E-07
10/2/2025;16:48:18.318; 9.136E-07
10/2/2025;16:48:18.326; 9.4106E-07
10/2/2025;16:48:18.332; 9.8279E-07
10/2/2025;16:48:18.366; 1.005E-06
10/2/2025;16:48:18.373; 1.1925E-06
10/2/2025;16:48:18.380; 1.1733E-06
10/2/2025;16:48:18.413; 1.1892E-06
10/2/2025;16:48:18.420; 1.3015E-06
10/2/2025;16:48:18.427; 1.3847E-06
10/2/2025;16:48:18.433; 1.4643E-06
10/2/2025;16:48:18.445; 1.4962E-06
10/2/2025;16:48:18.451; 1.4737E-06
10/2/2025;16:48:18.457; 1.5555E-06
10/2/2025;16:48:18.464; 1.6722E-06
10/2/2025;16:48:18.470; 1.765E-06
10/2/2025;16:48:18.477; 1.8031E-06
10/2/2025;16:48:18.484; 1.7993E-06
10/2/2025;16:48:18.564; 1.8844E-06
10/2/2025;16:48:18.571; 2.7185E-06
10/2/2025;16:48:18.574; 2.8231E-06
10/2/2025;16:48:18.580; 2.8903E-06
10/2/2025;16:48:18.609; 2.9403E-06
10/2/2025;16:48:18.616; 3.0336E-06
10/2/2025;16:48:18.623; 3.211E-06
10/2/2025;16:48:18.629; 3.2742E-06
10/2/2025;16:48:18.661; 3.2969E-06
10/2/2025;16:48:18.667; 3.3173E-06
10/2/2025;16:48:18.673; 3.5083E-06
10/2/2025;16:48:18.680; 3.5479E-06
10/2/2025;16:48:18.709; 3.5976E-06
10/2/2025;16:48:18.718; 3.7153E-06
10/2/2025;16:48:18.724; 3.7247E-06
10/2/2025;16:48:18.730; 3.7288E-06
10/2/2025;16:48:18.737; 3.7304E-06
10/2/2025;16:48:18.743; 3.7307E-06
10/2/2025;16:48:18.750; 3.7343E-06
10/2/2025;16:48:18.757; 3.7346E-06
10/2/2025;16:48:18.764; 3.7348E-06
10/2/2025;16:48:18.770; 3.7348E-06
10/2/2025;16:48:18.777; 3.7434E-06
10/2/2025;16:48:18.784; 3.7442E-06
10/2/2025;16:48:18.815; 3.7277E-06
10/2/2025;16:48:18.822; 3.6884E-06
10/2/2025;16:48:18.828; 3.661E-06
10/2/2025;16:48:18.835; 3.6234E-06
10/2/2025;16:48:18.867; 3.5913E-06
10/2/2025;16:48:18.873; 3.4869E-06
10/2/2025;16:48:18.879; 3.5017E-06
10/2/2025;16:48:18.911; 3.5056E-06
10/2/2025;16:48:18.917; 3.4589E-06
10/2/2025;16:48:18.924; 3.3137E-06
10/2/2025;16:48:18.931; 3.2179E-06
10/2/2025;16:48:18.963; 3.0965E-06
10/2/2025;16:48:18.970; 2.724E-06
10/2/2025;16:48:18.976; 2.668E-06
10/2/2025;16:48:18.983; 2.6776E-06
10/2/2025;16:48:19.017; 2.6611E-06
10/2/2025;16:48:19.023; 2.727E-06
10/2/2025;16:48:19.030; 2.6534E-06
10/2/2025;16:48:19.039; 2.5507E-06
10/2/2025;16:48:19.047; 2.5013E-06
10/2/2025;16:48:19.053; 2.425E-06
10/2/2025;16:48:19.060; 2.3374E-06
10/2/2025;16:48:19.067; 2.1606E-06
10/2/2025;16:48:19.073; 2.0428E-06
10/2/2025;16:48:19.080; 1.9797E-06
10/2/2025;16:48:19.112; 1.9127E-06
10/2/2025;16:48:19.121; 1.8391E-06
10/2/2025;16:48:19.127; 1.7526E-06
10/2/2025;16:48:19.133; 1.6996E-06
10/2/2025;16:48:19.166; 1.6653E-06
10/2/2025;16:48:19.173; 1.6521E-06
10/2/2025;16:48:19.180; 1.3773E-06
10/2/2025;16:48:19.187; 1.3306E-06
10/2/2025;16:48:19.220; 1.2842E-06
10/2/2025;16:48:19.228; 1.0577E-06
10/2/2025;16:48:19.235; 1.0451E-06
10/2/2025;16:48:19.270; 1.0135E-06
10/2/2025;16:48:19.276; 9.589E-07
10/2/2025;16:48:19.284; 9.5396E-07
10/2/2025;16:48:19.317; 9.5286E-07
10/2/2025;16:48:19.323; 9.4517E-07
10/2/2025;16:48:19.329; 9.4298E-07
10/2/2025;16:48:19.336; 9.449E-07
10/2/2025;16:48:19.344; 9.7785E-07
10/2/2025;16:48:19.351; 1.0124E-06
10/2/2025;16:48:19.358; 1.0174E-06
10/2/2025;16:48:19.364; 1.0591E-06
10/2/2025;16:48:19.371; 1.1261E-06
10/2/2025;16:48:19.378; 1.2225E-06
10/2/2025;16:48:19.384; 1.2719E-06
10/2/2025;16:48:19.415; 1.2834E-06
10/2/2025;16:48:19.422; 1.782E-06
10/2/2025;16:48:19.428; 1.936E-06
10/2/2025;16:48:19.460; 2.0593E-06
10/2/2025;16:48:19.468; 2.1559E-06
10/2/2025;16:48:19.474; 2.4717E-06
10/2/2025;16:48:19.481; 2.4933E-06
10/2/2025;16:48:19.511; 2.5098E-06
10/2/2025;16:48:19.518; 2.8546E-06
10/2/2025;16:48:19.526; 2.9428E-06
10/2/2025;16:48:19.532; 3.0883E-06
10/2/2025;16:48:19.558; 3.1712E-06
10/2/2025;16:48:19.565; 3.4702E-06
10/2/2025;16:48:19.571; 3.5094E-06
10/2/2025;16:48:19.579; 3.5405E-06
10/2/2025;16:48:19.608; 3.5734E-06
10/2/2025;16:48:19.615; 3.6445E-06
10/2/2025;16:48:19.622; 3.6588E-06
10/2/2025;16:48:19.632; 3.6882E-06
10/2/2025;16:48:19.639; 3.7186E-06
10/2/2025;16:48:19.646; 3.7395E-06
10/2/2025;16:48:19.653; 3.7434E-06
10/2/2025;16:48:19.660; 3.7401E-06
10/2/2025;16:48:19.666; 3.7642E-06
10/2/2025;16:48:19.713; 3.8007E-06
10/2/2025;16:48:19.719; 3.7892E-06
10/2/2025;16:48:19.725; 3.7733E-06
10/2/2025;16:48:19.731; 3.7692E-06
10/2/2025;16:48:19.764; 3.7692E-06
10/2/2025;16:48:19.772; 3.7403E-06
10/2/2025;16:48:19.778; 3.6401E-06
10/2/2025;16:48:19.785; 3.6088E-06
10/2/2025;16:48:19.818; 3.6426E-06
10/2/2025;16:48:19.824; 3.5992E-06
10/2/2025;16:48:19.830; 3.5773E-06
10/2/2025;16:48:19.836; 3.496E-06
10/2/2025;16:48:19.867; 3.4411E-06
10/2/2025;16:48:19.874; 3.2849E-06
10/2/2025;16:48:19.881; 3.2824E-06
10/2/2025;16:48:19.915; 3.3134E-06
10/2/2025;16:48:19.921; 3.2096E-06
10/2/2025;16:48:19.928; 3.1761E-06
10/2/2025;16:48:19.935; 3.1138E-06
10/2/2025;16:48:19.942; 3.0927E-06
10/2/2025;16:48:19.949; 3.0751E-06
10/2/2025;16:48:19.956; 3.0814E-06
10/2/2025;16:48:19.962; 3.0784E-06
10/2/2025;16:48:19.973; 3.0573E-06
10/2/2025;16:48:19.979; 3.0682E-06
10/2/2025;16:48:19.985; 3.0699E-06
10/2/2025;16:48:20.019; 3.0608E-06
10/2/2025;16:48:20.026; 2.9834E-06
10/2/2025;16:48:20.032; 2.9864E-06
10/2/2025;16:48:20.065; 2.9529E-06
10/2/2025;16:48:20.072; 2.8914E-06
10/2/2025;16:48:20.079; 2.5392E-06
10/2/2025;16:48:20.085; 2.4189E-06
10/2/2025;16:48:20.115; 2.3135E-06
10/2/2025;16:48:20.122; 2.0074E-06
10/2/2025;16:48:20.129; 1.9657E-06
10/2/2025;16:48:20.136; 1.9275E-06
10/2/2025;16:48:20.167; 1.7949E-06
10/2/2025;16:48:20.173; 1.2873E-06
10/2/2025;16:48:20.180; 1.1659E-06
10/2/2025;16:48:20.211; 1.0805E-06
10/2/2025;16:48:20.218; 1.0199E-06
10/2/2025;16:48:20.225; 9.4106E-07
10/2/2025;16:48:20.232; 9.4325E-07
10/2/2025;16:48:20.240; 9.5835E-07
10/2/2025;16:48:20.247; 9.7071E-07
10/2/2025;16:48:20.252; 9.7757E-07
10/2/2025;16:48:20.259; 9.7345E-07
10/2/2025;16:48:20.266; 9.8334E-07
10/2/2025;16:48:20.273; 1.008E-06
10/2/2025;16:48:20.280; 1.0226E-06
10/2/2025;16:48:20.310; 1.0256E-06
10/2/2025;16:48:20.318; 1.0163E-06
10/2/2025;16:48:20.325; 1.0638E-06
10/2/2025;16:48:20.331; 1.0816E-06
10/2/2025;16:48:20.361; 1.1313E-06
10/2/2025;16:48:20.369; 1.1794E-06
10/2/2025;16:48:20.373; 1.5357E-06
10/2/2025;16:48:20.379; 1.6167E-06
10/2/2025;16:48:20.409; 1.6771E-06
10/2/2025;16:48:20.415; 1.7276E-06
10/2/2025;16:48:20.423; 2.0922E-06
10/2/2025;16:48:20.430; 2.1436E-06
10/2/2025;16:48:20.464; 2.2287E-06
10/2/2025;16:48:20.470; 2.6021E-06
10/2/2025;16:48:20.478; 2.7105E-06
10/2/2025;16:48:20.510; 2.8179E-06
10/2/2025;16:48:20.517; 2.9065E-06
10/2/2025;16:48:20.523; 3.256E-06
10/2/2025;16:48:20.529; 3.2989E-06
10/2/2025;16:48:20.536; 3.3362E-06
10/2/2025;16:48:20.568; 3.4224E-06
10/2/2025;16:48:20.574; 3.5125E-06
10/2/2025;16:48:20.581; 3.6731E-06
10/2/2025;16:48:20.612; 3.7088E-06
10/2/2025;16:48:20.619; 3.7321E-06
10/2/2025;16:48:20.626; 3.8304E-06
10/2/2025;16:48:20.632; 3.8153E-06
10/2/2025;16:48:20.662; 3.8068E-06
10/2/2025;16:48:20.669; 3.8057E-06
10/2/2025;16:48:20.675; 3.8386E-06
10/2/2025;16:48:20.682; 3.8422E-06
10/2/2025;16:48:20.713; 3.8449E-06
10/2/2025;16:48:20.720; 3.717E-06
10/2/2025;16:48:20.727; 3.72E-06
10/2/2025;16:48:20.758; 3.7225E-06
10/2/2025;16:48:20.766; 3.7211E-06
10/2/2025;16:48:20.772; 3.6813E-06
10/2/2025;16:48:20.780; 3.6294E-06
10/2/2025;16:48:20.810; 3.5569E-06
10/2/2025;16:48:20.816; 3.0595E-06
10/2/2025;16:48:20.823; 2.9944E-06
10/2/2025;16:48:20.829; 2.951E-06
10/2/2025;16:48:20.838; 2.9194E-06
10/2/2025;16:48:20.844; 2.8662E-06
10/2/2025;16:48:20.850; 2.8088E-06
10/2/2025;16:48:20.856; 2.7594E-06
10/2/2025;16:48:20.862; 2.7242E-06
10/2/2025;16:48:20.868; 2.6866E-06
10/2/2025;16:48:20.874; 2.6515E-06
10/2/2025;16:48:20.880; 2.6062E-06
10/2/2025;16:48:20.912; 2.5414E-06
10/2/2025;16:48:20.918; 2.2438E-06
10/2/2025;16:48:20.928; 2.1762E-06
10/2/2025;16:48:20.934; 2.14E-06
10/2/2025;16:48:20.966; 2.0958E-06
10/2/2025;16:48:20.972; 1.8553E-06
10/2/2025;16:48:20.978; 1.7886E-06
10/2/2025;16:48:20.984; 1.7425E-06
10/2/2025;16:48:21.015; 1.7221E-06
10/2/2025;16:48:21.022; 1.5357E-06
10/2/2025;16:48:21.028; 1.4792E-06
10/2/2025;16:48:21.035; 1.4248E-06
10/2/2025;16:48:21.069; 1.3844E-06
10/2/2025;16:48:21.074; 1.2096E-06
10/2/2025;16:48:21.081; 1.1656E-06
10/2/2025;16:48:21.113; 1.1321E-06
10/2/2025;16:48:21.119; 1.0006E-06
10/2/2025;16:48:21.124; 9.8196E-07
10/2/2025;16:48:21.130; 9.7318E-07
10/2/2025;16:48:21.136; 9.6604E-07
10/2/2025;16:48:21.142; 9.5808E-07
10/2/2025;16:48:21.148; 9.3557E-07
10/2/2025;16:48:21.154; 9.1799E-07
10/2/2025;16:48:21.160; 9.1113E-07
10/2/2025;16:48:21.166; 9.0399E-07
10/2/2025;16:48:21.172; 8.9878E-07
10/2/2025;16:48:21.178; 8.9987E-07
10/2/2025;16:48:21.183; 9.1717E-07
10/2/2025;16:48:21.213; 9.2788E-07
10/2/2025;16:48:21.219; 1.0382E-06
10/2/2025;16:48:21.226; 1.0424E-06
10/2/2025;16:48:21.232; 1.0533E-06
10/2/2025;16:48:21.264; 1.0649E-06
10/2/2025;16:48:21.270; 1.1508E-06
10/2/2025;16:48:21.282; 1.1783E-06
10/2/2025;16:48:21.310; 1.2351E-06
10/2/2025;16:48:21.317; 1.5077E-06
10/2/2025;16:48:21.324; 1.5835E-06
10/2/2025;16:48:21.331; 1.6219E-06
10/2/2025;16:48:21.360; 1.6911E-06
10/2/2025;16:48:21.366; 2.0219E-06
10/2/2025;16:48:21.372; 2.0843E-06
10/2/2025;16:48:21.379; 2.1356E-06
10/2/2025;16:48:21.407; 2.2152E-06
10/2/2025;16:48:21.414; 2.3047E-06
