Powermeter serial number; P0021337
Sensor serial number; 17053015
Sensor Type; Photodiode
Wavelength(nm); 670

Date (MM/dd/yyyy) ; Time of day (hh:mm:ss.fff); Power(W)
10/2/2025;16:01:34.400; 2.2086E-05
10/2/2025;16:01:34.407; 2.201E-05
10/2/2025;16:01:34.413; 2.1928E-05
10/2/2025;16:01:34.420; 2.1942E-05
10/2/2025;16:01:34.452; 2.1961E-05
10/2/2025;16:01:34.459; 2.2233E-05
10/2/2025;16:01:34.466; 2.225E-05
10/2/2025;16:01:34.499; 2.2282E-05
10/2/2025;16:01:34.507; 2.2389E-05
10/2/2025;16:01:34.514; 2.2873E-05
10/2/2025;16:01:34.521; 2.3154E-05
10/2/2025;16:01:34.556; 2.3415E-05
10/2/2025;16:01:34.562; 2.4371E-05
10/2/2025;16:01:34.569; 2.4474E-05
10/2/2025;16:01:34.600; 2.4534E-05
10/2/2025;16:01:34.607; 2.4665E-05
10/2/2025;16:01:34.614; 2.5269E-05
10/2/2025;16:01:34.622; 2.5514E-05
10/2/2025;16:01:34.654; 2.5803E-05
10/2/2025;16:01:34.660; 2.6625E-05
10/2/2025;16:01:34.666; 2.6726E-05
10/2/2025;16:01:34.671; 2.6764E-05
10/2/2025;16:01:34.679; 2.677E-05
10/2/2025;16:01:34.685; 2.6756E-05
10/2/2025;16:01:34.691; 2.6821E-05
10/2/2025;16:01:34.696; 2.6789E-05
10/2/2025;16:01:34.702; 2.6685E-05
10/2/2025;16:01:34.708; 2.6647E-05
10/2/2025;16:01:34.715; 2.6677E-05
10/2/2025;16:01:34.721; 2.6791E-05
10/2/2025;16:01:34.757; 2.6917E-05
10/2/2025;16:01:34.764; 2.7548E-05
10/2/2025;16:01:34.771; 2.7592E-05
10/2/2025;16:01:34.804; 2.7684E-05
10/2/2025;16:01:34.811; 2.8281E-05
10/2/2025;16:01:34.818; 2.8395E-05
10/2/2025;16:01:34.850; 2.852E-05
10/2/2025;16:01:34.856; 2.8594E-05
10/2/2025;16:01:34.862; 2.8877E-05
10/2/2025;16:01:34.868; 2.8975E-05
10/2/2025;16:01:34.900; 2.9035E-05
10/2/2025;16:01:34.902; 2.91E-05
10/2/2025;16:01:34.908; 2.9043E-05
10/2/2025;16:01:34.915; 2.8983E-05
10/2/2025;16:01:34.948; 2.8921E-05
10/2/2025;16:01:34.955; 2.8891E-05
10/2/2025;16:01:34.962; 2.8621E-05
10/2/2025;16:01:34.968; 2.8575E-05
10/2/2025;16:01:34.976; 2.8578E-05
10/2/2025;16:01:34.983; 2.848E-05
10/2/2025;16:01:34.989; 2.8346E-05
10/2/2025;16:01:34.995; 2.8286E-05
10/2/2025;16:01:35.002; 2.8264E-05
10/2/2025;16:01:35.009; 2.8283E-05
10/2/2025;16:01:35.016; 2.8194E-05
10/2/2025;16:01:35.050; 2.7987E-05
10/2/2025;16:01:35.057; 2.7167E-05
10/2/2025;16:01:35.073; 2.6898E-05
10/2/2025;16:01:35.152; 2.6639E-05
10/2/2025;16:01:35.159; 2.4651E-05
10/2/2025;16:01:35.165; 2.4474E-05
10/2/2025;16:01:35.170; 2.4417E-05
10/2/2025;16:01:35.193; 2.4333E-05
10/2/2025;16:01:35.200; 2.406E-05
10/2/2025;16:01:35.208; 2.4041E-05
10/2/2025;16:01:35.240; 2.3981E-05
10/2/2025;16:01:35.247; 2.3845E-05
10/2/2025;16:01:35.253; 2.3374E-05
10/2/2025;16:01:35.261; 2.3363E-05
10/2/2025;16:01:35.269; 2.3445E-05
10/2/2025;16:01:35.276; 2.3276E-05
10/2/2025;16:01:35.283; 2.3151E-05
10/2/2025;16:01:35.290; 2.3154E-05
10/2/2025;16:01:35.297; 2.3086E-05
10/2/2025;16:01:35.309; 2.2971E-05
10/2/2025;16:01:35.315; 2.2841E-05
10/2/2025;16:01:35.356; 2.2797E-05
10/2/2025;16:01:35.363; 2.2764E-05
10/2/2025;16:01:35.369; 2.2353E-05
10/2/2025;16:01:35.402; 2.2304E-05
10/2/2025;16:01:35.408; 2.2217E-05
10/2/2025;16:01:35.416; 2.2225E-05
10/2/2025;16:01:35.448; 2.222E-05
10/2/2025;16:01:35.457; 2.2225E-05
10/2/2025;16:01:35.463; 2.2318E-05
10/2/2025;16:01:35.469; 2.2326E-05
10/2/2025;16:01:35.500; 2.2394E-05
10/2/2025;16:01:35.507; 2.2386E-05
10/2/2025;16:01:35.516; 2.2408E-05
10/2/2025;16:01:35.522; 2.2375E-05
10/2/2025;16:01:35.556; 2.2429E-05
10/2/2025;16:01:35.562; 2.2634E-05
10/2/2025;16:01:35.568; 2.2696E-05
10/2/2025;16:01:35.575; 2.2702E-05
10/2/2025;16:01:35.582; 2.2737E-05
10/2/2025;16:01:35.590; 2.2802E-05
10/2/2025;16:01:35.597; 2.2958E-05
10/2/2025;16:01:35.602; 2.3094E-05
10/2/2025;16:01:35.609; 2.3077E-05
10/2/2025;16:01:35.616; 2.3083E-05
10/2/2025;16:01:35.623; 2.3162E-05
10/2/2025;16:01:35.656; 2.3309E-05
10/2/2025;16:01:35.662; 2.3889E-05
10/2/2025;16:01:35.669; 2.4183E-05
10/2/2025;16:01:35.700; 2.4322E-05
10/2/2025;16:01:35.707; 2.4423E-05
10/2/2025;16:01:35.714; 2.5351E-05
10/2/2025;16:01:35.720; 2.5539E-05
10/2/2025;16:01:35.751; 2.5735E-05
10/2/2025;16:01:35.758; 2.5898E-05
10/2/2025;16:01:35.764; 2.6465E-05
10/2/2025;16:01:35.770; 2.6579E-05
10/2/2025;16:01:35.802; 2.6655E-05
10/2/2025;16:01:35.808; 2.7153E-05
10/2/2025;16:01:35.816; 2.7205E-05
10/2/2025;16:01:35.848; 2.7363E-05
10/2/2025;16:01:35.854; 2.7453E-05
10/2/2025;16:01:35.859; 2.8202E-05
10/2/2025;16:01:35.865; 2.8324E-05
10/2/2025;16:01:35.872; 2.8512E-05
10/2/2025;16:01:35.878; 2.8629E-05
10/2/2025;16:01:35.884; 2.8697E-05
10/2/2025;16:01:35.890; 2.8801E-05
10/2/2025;16:01:35.896; 2.8923E-05
10/2/2025;16:01:35.902; 2.9019E-05
10/2/2025;16:01:35.908; 2.9114E-05
10/2/2025;16:01:35.914; 2.9157E-05
10/2/2025;16:01:35.948; 2.9212E-05
10/2/2025;16:01:35.955; 2.9269E-05
10/2/2025;16:01:35.962; 2.9324E-05
10/2/2025;16:01:35.969; 2.9283E-05
10/2/2025;16:01:36.004; 2.9196E-05
10/2/2025;16:01:36.010; 2.8842E-05
10/2/2025;16:01:36.017; 2.8823E-05
10/2/2025;16:01:36.049; 2.8787E-05
10/2/2025;16:01:36.056; 2.8646E-05
10/2/2025;16:01:36.062; 2.8199E-05
10/2/2025;16:01:36.069; 2.8041E-05
10/2/2025;16:01:36.122; 2.7968E-05
10/2/2025;16:01:36.159; 2.7965E-05
10/2/2025;16:01:36.166; 2.644E-05
10/2/2025;16:01:36.172; 2.6279E-05
10/2/2025;16:01:36.180; 2.6119E-05
10/2/2025;16:01:36.186; 2.5934E-05
10/2/2025;16:01:36.193; 2.5765E-05
10/2/2025;16:01:36.200; 2.561E-05
10/2/2025;16:01:36.206; 2.5373E-05
10/2/2025;16:01:36.212; 2.5177E-05
10/2/2025;16:01:36.218; 2.5062E-05
10/2/2025;16:01:36.251; 2.488E-05
10/2/2025;16:01:36.258; 2.4757E-05
10/2/2025;16:01:36.265; 2.3932E-05
10/2/2025;16:01:36.272; 2.3783E-05
10/2/2025;16:01:36.304; 2.3559E-05
10/2/2025;16:01:36.311; 2.3077E-05
10/2/2025;16:01:36.318; 2.3045E-05
10/2/2025;16:01:36.354; 2.2963E-05
10/2/2025;16:01:36.361; 2.2277E-05
10/2/2025;16:01:36.367; 2.2152E-05
10/2/2025;16:01:36.400; 2.2081E-05
10/2/2025;16:01:36.407; 2.2024E-05
10/2/2025;16:01:36.415; 2.1972E-05
10/2/2025;16:01:36.424; 2.1977E-05
10/2/2025;16:01:36.454; 2.198E-05
10/2/2025;16:01:36.461; 2.2114E-05
10/2/2025;16:01:36.468; 2.2223E-05
10/2/2025;16:01:36.475; 2.2299E-05
10/2/2025;16:01:36.482; 2.2307E-05
10/2/2025;16:01:36.488; 2.2291E-05
10/2/2025;16:01:36.495; 2.2288E-05
10/2/2025;16:01:36.502; 2.2405E-05
10/2/2025;16:01:36.509; 2.2468E-05
10/2/2025;16:01:36.517; 2.2508E-05
10/2/2025;16:01:36.524; 2.2527E-05
10/2/2025;16:01:36.554; 2.256E-05
10/2/2025;16:01:36.560; 2.2699E-05
10/2/2025;16:01:36.567; 2.2775E-05
10/2/2025;16:01:36.597; 2.2849E-05
10/2/2025;16:01:36.605; 2.2865E-05
10/2/2025;16:01:36.612; 2.3219E-05
10/2/2025;16:01:36.619; 2.3225E-05
10/2/2025;16:01:36.650; 2.3205E-05
10/2/2025;16:01:36.657; 2.4022E-05
10/2/2025;16:01:36.664; 2.4433E-05
10/2/2025;16:01:36.671; 2.4932E-05
10/2/2025;16:01:36.700; 2.5403E-05
10/2/2025;16:01:36.706; 2.6917E-05
10/2/2025;16:01:36.713; 2.711E-05
10/2/2025;16:01:36.720; 2.7205E-05
10/2/2025;16:01:36.756; 2.735E-05
10/2/2025;16:01:36.762; 2.7954E-05
10/2/2025;16:01:36.767; 2.8017E-05
10/2/2025;16:01:36.774; 2.8104E-05
10/2/2025;16:01:36.781; 2.8183E-05
10/2/2025;16:01:36.786; 2.8259E-05
10/2/2025;16:01:36.792; 2.8365E-05
10/2/2025;16:01:36.798; 2.8539E-05
10/2/2025;16:01:36.804; 2.8714E-05
10/2/2025;16:01:36.844; 2.8869E-05
10/2/2025;16:01:36.850; 2.9163E-05
10/2/2025;16:01:36.857; 2.9128E-05
10/2/2025;16:01:36.863; 2.9103E-05
10/2/2025;16:01:36.897; 2.9062E-05
10/2/2025;16:01:36.904; 2.8828E-05
10/2/2025;16:01:36.910; 2.8768E-05
10/2/2025;16:01:36.944; 2.8733E-05
10/2/2025;16:01:36.952; 2.8662E-05
10/2/2025;16:01:36.968; 2.7962E-05
10/2/2025;16:01:37.000; 2.772E-05
10/2/2025;16:01:37.006; 2.757E-05
10/2/2025;16:01:37.012; 2.6824E-05
10/2/2025;16:01:37.020; 2.6734E-05
10/2/2025;16:01:37.053; 2.6666E-05
10/2/2025;16:01:37.060; 2.659E-05
10/2/2025;16:01:37.066; 2.5778E-05
10/2/2025;16:01:37.073; 2.5539E-05
10/2/2025;16:01:37.080; 2.5283E-05
10/2/2025;16:01:37.087; 2.513E-05
10/2/2025;16:01:37.094; 2.494E-05
10/2/2025;16:01:37.101; 2.4774E-05
10/2/2025;16:01:37.103; 2.4512E-05
10/2/2025;16:01:37.109; 2.4265E-05
10/2/2025;16:01:37.115; 2.4134E-05
10/2/2025;16:01:37.151; 2.4055E-05
10/2/2025;16:01:37.158; 2.4003E-05
10/2/2025;16:01:37.165; 2.3529E-05
10/2/2025;16:01:37.198; 2.3352E-05
10/2/2025;16:01:37.206; 2.3173E-05
10/2/2025;16:01:37.213; 2.277E-05
10/2/2025;16:01:37.248; 2.2707E-05
10/2/2025;16:01:37.255; 2.2696E-05
10/2/2025;16:01:37.261; 2.2301E-05
10/2/2025;16:01:37.267; 2.2252E-05
10/2/2025;16:01:37.299; 2.2217E-05
10/2/2025;16:01:37.307; 2.2176E-05
10/2/2025;16:01:37.314; 2.2163E-05
10/2/2025;16:01:37.321; 2.2135E-05
10/2/2025;16:01:37.357; 2.2081E-05
10/2/2025;16:01:37.364; 2.2157E-05
10/2/2025;16:01:37.373; 2.2252E-05
10/2/2025;16:01:37.380; 2.2367E-05
10/2/2025;16:01:37.386; 2.2492E-05
10/2/2025;16:01:37.392; 2.2547E-05
10/2/2025;16:01:37.399; 2.2609E-05
10/2/2025;16:01:37.406; 2.2789E-05
10/2/2025;16:01:37.412; 2.296E-05
10/2/2025;16:01:37.419; 2.3124E-05
10/2/2025;16:01:37.452; 2.3238E-05
10/2/2025;16:01:37.459; 2.3268E-05
10/2/2025;16:01:37.466; 2.3962E-05
10/2/2025;16:01:37.473; 2.4126E-05
10/2/2025;16:01:37.507; 2.4368E-05
10/2/2025;16:01:37.513; 2.5043E-05
10/2/2025;16:01:37.519; 2.515E-05
10/2/2025;16:01:37.554; 2.5223E-05
10/2/2025;16:01:37.561; 2.528E-05
10/2/2025;16:01:37.568; 2.5833E-05
10/2/2025;16:01:37.601; 2.5996E-05
10/2/2025;16:01:37.608; 2.6228E-05
10/2/2025;16:01:37.616; 2.6835E-05
10/2/2025;16:01:37.623; 2.6987E-05
10/2/2025;16:01:37.655; 2.7012E-05
10/2/2025;16:01:37.661; 2.7559E-05
10/2/2025;16:01:37.667; 2.7595E-05
10/2/2025;16:01:37.674; 2.7635E-05
10/2/2025;16:01:37.681; 2.7761E-05
10/2/2025;16:01:37.688; 2.7929E-05
10/2/2025;16:01:37.695; 2.8011E-05
10/2/2025;16:01:37.702; 2.8066E-05
10/2/2025;16:01:37.708; 2.815E-05
10/2/2025;16:01:37.715; 2.8281E-05
10/2/2025;16:01:37.721; 2.8422E-05
10/2/2025;16:01:37.756; 2.8485E-05
10/2/2025;16:01:37.762; 2.9032E-05
10/2/2025;16:01:37.769; 2.9179E-05
10/2/2025;16:01:37.800; 2.9337E-05
10/2/2025;16:01:37.808; 2.9471E-05
10/2/2025;16:01:37.814; 2.9411E-05
10/2/2025;16:01:37.820; 2.9272E-05
10/2/2025;16:01:37.850; 2.9179E-05
10/2/2025;16:01:37.857; 2.9125E-05
10/2/2025;16:01:37.863; 2.8482E-05
10/2/2025;16:01:37.870; 2.8322E-05
10/2/2025;16:01:37.901; 2.8055E-05
10/2/2025;16:01:37.907; 2.7804E-05
10/2/2025;16:01:37.914; 2.6337E-05
10/2/2025;16:01:37.922; 2.5934E-05
10/2/2025;16:01:37.955; 2.5452E-05
10/2/2025;16:01:37.961; 2.3946E-05
10/2/2025;16:01:37.968; 2.3769E-05
10/2/2025;16:01:37.974; 2.3505E-05
10/2/2025;16:01:37.980; 2.3271E-05
10/2/2025;16:01:37.986; 2.3058E-05
10/2/2025;16:01:37.992; 2.2952E-05
10/2/2025;16:01:37.998; 2.2868E-05
10/2/2025;16:01:38.005; 2.2764E-05
10/2/2025;16:01:38.010; 2.2702E-05
10/2/2025;16:01:38.044; 2.2647E-05
10/2/2025;16:01:38.050; 2.2274E-05
10/2/2025;16:01:38.057; 2.2209E-05
10/2/2025;16:01:38.069; 2.2165E-05
10/2/2025;16:01:38.103; 2.2138E-05
10/2/2025;16:01:38.108; 2.2402E-05
10/2/2025;16:01:38.115; 2.2615E-05
10/2/2025;16:01:38.153; 2.2832E-05
10/2/2025;16:01:38.159; 2.3902E-05
10/2/2025;16:01:38.166; 2.39E-05
10/2/2025;16:01:38.199; 2.3927E-05
10/2/2025;16:01:38.207; 2.409E-05
10/2/2025;16:01:38.214; 2.4962E-05
10/2/2025;16:01:38.220; 2.5237E-05
10/2/2025;16:01:38.251; 2.5351E-05
10/2/2025;16:01:38.258; 2.6397E-05
10/2/2025;16:01:38.265; 2.6574E-05
10/2/2025;16:01:38.271; 2.6898E-05
10/2/2025;16:01:38.279; 2.7276E-05
10/2/2025;16:01:38.286; 2.7597E-05
10/2/2025;16:01:38.292; 2.7812E-05
10/2/2025;16:01:38.298; 2.791E-05
10/2/2025;16:01:38.304; 2.8117E-05
10/2/2025;16:01:38.310; 2.8392E-05
10/2/2025;16:01:38.317; 2.8553E-05
10/2/2025;16:01:38.368; 2.8705E-05
10/2/2025;16:01:38.399; 2.8795E-05
10/2/2025;16:01:38.446; 2.9147E-05
10/2/2025;16:01:38.454; 2.8795E-05
10/2/2025;16:01:38.461; 2.8735E-05
10/2/2025;16:01:38.467; 2.8752E-05
10/2/2025;16:01:38.503; 2.8689E-05
10/2/2025;16:01:38.509; 2.843E-05
10/2/2025;16:01:38.516; 2.8256E-05
10/2/2025;16:01:38.552; 2.815E-05
10/2/2025;16:01:38.558; 2.809E-05
10/2/2025;16:01:38.565; 2.8068E-05
10/2/2025;16:01:38.571; 2.8011E-05
10/2/2025;16:01:38.579; 2.794E-05
10/2/2025;16:01:38.586; 2.7698E-05
10/2/2025;16:01:38.593; 2.7589E-05
10/2/2025;16:01:38.599; 2.7597E-05
10/2/2025;16:01:38.606; 2.7499E-05
10/2/2025;16:01:38.613; 2.7276E-05
10/2/2025;16:01:38.619; 2.6938E-05
10/2/2025;16:01:38.648; 2.668E-05
10/2/2025;16:01:38.654; 2.5367E-05
10/2/2025;16:01:38.661; 2.5359E-05
10/2/2025;16:01:38.693; 2.5258E-05
10/2/2025;16:01:38.701; 2.5125E-05
10/2/2025;16:01:38.708; 2.4749E-05
10/2/2025;16:01:38.714; 2.4613E-05
10/2/2025;16:01:38.750; 2.4423E-05
10/2/2025;16:01:38.757; 2.3633E-05
10/2/2025;16:01:38.764; 2.3573E-05
10/2/2025;16:01:38.795; 2.3508E-05
10/2/2025;16:01:38.802; 2.2944E-05
10/2/2025;16:01:38.810; 2.2802E-05
10/2/2025;16:01:38.843; 2.2625E-05
10/2/2025;16:01:38.849; 2.2525E-05
10/2/2025;16:01:38.855; 2.2225E-05
10/2/2025;16:01:38.861; 2.2184E-05
10/2/2025;16:01:38.868; 2.2179E-05
10/2/2025;16:01:38.876; 2.2152E-05
10/2/2025;16:01:38.882; 2.213E-05
10/2/2025;16:01:38.888; 2.2127E-05
10/2/2025;16:01:38.894; 2.2116E-05
10/2/2025;16:01:38.907; 2.2089E-05
10/2/2025;16:01:38.913; 2.207E-05
10/2/2025;16:01:38.921; 2.2081E-05
10/2/2025;16:01:38.957; 2.2092E-05
10/2/2025;16:01:38.964; 2.2495E-05
10/2/2025;16:01:38.970; 2.2639E-05
10/2/2025;16:01:39.004; 2.2745E-05
10/2/2025;16:01:39.011; 2.366E-05
10/2/2025;16:01:39.018; 2.3927E-05
10/2/2025;16:01:39.041; 2.4382E-05
10/2/2025;16:01:39.048; 2.4382E-05
10/2/2025;16:01:39.054; 2.534E-05
10/2/2025;16:01:39.061; 2.5419E-05
10/2/2025;16:01:39.094; 2.5555E-05
10/2/2025;16:01:39.100; 2.6791E-05
10/2/2025;16:01:39.108; 2.6996E-05
10/2/2025;16:01:39.143; 2.7252E-05
10/2/2025;16:01:39.150; 2.7442E-05
10/2/2025;16:01:39.157; 2.8003E-05
10/2/2025;16:01:39.164; 2.8011E-05
10/2/2025;16:01:39.179; 2.8136E-05
10/2/2025;16:01:39.190; 2.8273E-05
10/2/2025;16:01:39.201; 2.8591E-05
10/2/2025;16:01:39.252; 2.8697E-05
10/2/2025;16:01:39.259; 2.8942E-05
10/2/2025;16:01:39.266; 2.8885E-05
10/2/2025;16:01:39.299; 2.8885E-05
10/2/2025;16:01:39.306; 2.8866E-05
10/2/2025;16:01:39.309; 2.8787E-05
10/2/2025;16:01:39.315; 2.8714E-05
10/2/2025;16:01:39.349; 2.8651E-05
10/2/2025;16:01:39.356; 2.8485E-05
10/2/2025;16:01:39.362; 2.7573E-05
10/2/2025;16:01:39.368; 2.7469E-05
10/2/2025;16:01:39.400; 2.7475E-05
10/2/2025;16:01:39.406; 2.6857E-05
10/2/2025;16:01:39.413; 2.6808E-05
10/2/2025;16:01:39.444; 2.6538E-05
10/2/2025;16:01:39.451; 2.6266E-05
10/2/2025;16:01:39.457; 2.5128E-05
10/2/2025;16:01:39.464; 2.4915E-05
10/2/2025;16:01:39.472; 2.4798E-05
10/2/2025;16:01:39.479; 2.4662E-05
10/2/2025;16:01:39.486; 2.4374E-05
